Entity,Code,Year,Average hours worked per person employed
United Kingdom,GBR,1987,1742.477
United Kingdom,GBR,1988,1782.2596
United Kingdom,GBR,1989,1770.325
United Kingdom,GBR,1990,1755.4064
United Kingdom,GBR,1991,1752.4227
United Kingdom,GBR,1992,1717.613
United Kingdom,GBR,1993,1711.6456
United Kingdom,GBR,1994,1721.5912
United Kingdom,GBR,1995,1725.7068
United Kingdom,GBR,1996,1727.9943
United Kingdom,GBR,1997,1705.1161
United Kingdom,GBR,1998,1720.4718
United Kingdom,GBR,1999,1712.2079
United Kingdom,GBR,2000,1699.1196
United Kingdom,GBR,2001,1698.7422
United Kingdom,GBR,2002,1681.329
United Kingdom,GBR,2003,1669.3257
United Kingdom,GBR,2004,1654.634
United Kingdom,GBR,2005,1672.2358
United Kingdom,GBR,2006,1666.6113
United Kingdom,GBR,2007,1668.7262
United Kingdom,GBR,2008,1647.0671
United Kingdom,GBR,2009,1641.4292
United Kingdom,GBR,2010,1630.1399
United Kingdom,GBR,2011,1643.4215
United Kingdom,GBR,2012,1657.9658
United Kingdom,GBR,2013,1668.1147
United Kingdom,GBR,2014,1674.849
United Kingdom,GBR,2015,1657.485
United Kingdom,GBR,2016,1672.7227
United States,USA,1970,1857.165
United States,USA,1971,1841.8976
United States,USA,1972,1839.8352
United States,USA,1973,1838.625
United States,USA,1974,1811.707
United States,USA,1975,1780.4199
United States,USA,1976,1776.1981
United States,USA,1977,1776.6129
United States,USA,1978,1784.8809
United States,USA,1979,1783.5836
United States,USA,1980,1769.8053
United States,USA,1981,1753.3867
United States,USA,1982,1740.4369
United States,USA,1983,1748.8488
United States,USA,1984,1765.5275
United States,USA,1985,1770.0509
United States,USA,1986,1751.3376
United States,USA,1987,1754.0415
United States,USA,1988,1768.262
United States,USA,1989,1781.5603
United States,USA,1990,1764.2385
United States,USA,1991,1755.8744
United States,USA,1992,1748.5443
United States,USA,1993,1766.7635
United States,USA,1994,1784.0991
United States,USA,1995,1803.0663
United States,USA,1996,1801.5278
United States,USA,1997,1815.6779
United States,USA,1998,1829.6371
United States,USA,1999,1834.9966
United States,USA,2000,1813.4076
United States,USA,2001,1790.809
United States,USA,2002,1777.3456
United States,USA,2003,1757.4598
United States,USA,2004,1759.3187
United States,USA,2005,1753.2574
United States,USA,2006,1752.8054
United States,USA,2007,1747.301
United States,USA,2008,1736.6079
United States,USA,2009,1703.9309
United States,USA,2010,1709.165
United States,USA,2011,1723.1947
United States,USA,2012,1726.1693
United States,USA,2013,1734.0493
United States,USA,2014,1741.0193
United States,USA,2015,1748.6158
United States,USA,2016,1741.513
