Entity,Code,Year,No data on legal status,Homosexuality is illegal,Homosexuality is legal
Europe,OWID_EUR,1894,9,22,15
Europe,OWID_EUR,1895,9,22,15
Europe,OWID_EUR,1896,9,23,14
Europe,OWID_EUR,1897,9,23,14
Europe,OWID_EUR,1898,9,23,14
Europe,OWID_EUR,1899,9,23,14
Europe,OWID_EUR,1900,9,23,14
Europe,OWID_EUR,1901,9,23,14
Europe,OWID_EUR,1902,8,24,14
Europe,OWID_EUR,1903,8,24,14
Europe,OWID_EUR,1904,8,24,14
Europe,OWID_EUR,1905,8,24,14
Europe,OWID_EUR,1906,8,24,14
Europe,OWID_EUR,1907,8,24,14
Europe,OWID_EUR,1908,8,24,14
Europe,OWID_EUR,1909,8,24,14
Europe,OWID_EUR,1910,8,24,14
Europe,OWID_EUR,1911,8,24,14
Europe,OWID_EUR,1912,8,24,14
Europe,OWID_EUR,1913,8,24,14
Europe,OWID_EUR,1914,8,24,14
Europe,OWID_EUR,1915,8,24,14
Europe,OWID_EUR,1916,8,24,14
Europe,OWID_EUR,1917,7,23,16
Europe,OWID_EUR,1918,7,23,16
Europe,OWID_EUR,1919,7,23,16
Europe,OWID_EUR,1920,6,19,21
Europe,OWID_EUR,1921,6,19,21
Europe,OWID_EUR,1922,6,19,21
Europe,OWID_EUR,1923,6,19,21
Europe,OWID_EUR,1924,6,19,21
Europe,OWID_EUR,1925,6,19,21
Europe,OWID_EUR,1926,6,19,21
Europe,OWID_EUR,1927,6,19,21
Europe,OWID_EUR,1928,6,20,20
Europe,OWID_EUR,1929,2,26,18
Europe,OWID_EUR,1930,2,26,18
Europe,OWID_EUR,1931,2,26,18
Europe,OWID_EUR,1932,2,24,20
Europe,OWID_EUR,1933,2,23,21
Europe,OWID_EUR,1934,2,30,14
Europe,OWID_EUR,1935,2,30,14
Europe,OWID_EUR,1936,2,30,14
Europe,OWID_EUR,1937,2,31,13
Europe,OWID_EUR,1938,2,31,13
Europe,OWID_EUR,1939,2,32,12
Europe,OWID_EUR,1940,2,31,13
Europe,OWID_EUR,1941,2,31,13
Europe,OWID_EUR,1942,2,30,14
Europe,OWID_EUR,1943,2,30,14
Europe,OWID_EUR,1944,2,29,15
Europe,OWID_EUR,1945,2,29,15
Europe,OWID_EUR,1946,2,30,14
Europe,OWID_EUR,1947,2,30,14
Europe,OWID_EUR,1948,2,30,14
Europe,OWID_EUR,1949,2,30,14
Europe,OWID_EUR,1950,2,30,14
Europe,OWID_EUR,1951,1,30,15
Europe,OWID_EUR,1952,1,30,15
Europe,OWID_EUR,1953,1,30,15
Europe,OWID_EUR,1954,1,30,15
Europe,OWID_EUR,1955,1,30,15
Europe,OWID_EUR,1956,1,30,15
Europe,OWID_EUR,1957,1,30,15
Europe,OWID_EUR,1958,1,30,15
Europe,OWID_EUR,1959,1,30,15
Europe,OWID_EUR,1960,1,30,15
Europe,OWID_EUR,1961,1,29,16
Europe,OWID_EUR,1962,1,27,18
Europe,OWID_EUR,1963,1,27,18
Europe,OWID_EUR,1964,1,27,18
Europe,OWID_EUR,1965,1,27,18
Europe,OWID_EUR,1966,1,27,18
Europe,OWID_EUR,1967,1,27,18
Europe,OWID_EUR,1968,1,26,19
Europe,OWID_EUR,1969,1,25,20
Europe,OWID_EUR,1970,1,25,20
Europe,OWID_EUR,1971,1,23,22
Europe,OWID_EUR,1972,1,22,23
Europe,OWID_EUR,1973,1,21,24
Europe,OWID_EUR,1974,1,21,24
Europe,OWID_EUR,1975,1,22,23
Europe,OWID_EUR,1976,1,22,23
Europe,OWID_EUR,1977,1,19,26
Europe,OWID_EUR,1978,1,19,26
Europe,OWID_EUR,1979,1,18,27
Europe,OWID_EUR,1980,1,18,27
Europe,OWID_EUR,1981,1,18,27
Europe,OWID_EUR,1982,1,17,28
Europe,OWID_EUR,1983,1,16,29
Europe,OWID_EUR,1984,1,16,29
Europe,OWID_EUR,1985,1,16,29
Europe,OWID_EUR,1986,1,16,29
Europe,OWID_EUR,1987,1,16,29
Europe,OWID_EUR,1988,1,16,29
Europe,OWID_EUR,1989,0,16,30
Europe,OWID_EUR,1990,0,16,30
Europe,OWID_EUR,1991,0,15,31
Europe,OWID_EUR,1992,0,13,33
Europe,OWID_EUR,1993,0,10,36
Europe,OWID_EUR,1994,0,7,39
Europe,OWID_EUR,1995,0,5,41
Europe,OWID_EUR,1996,0,3,43
Europe,OWID_EUR,1997,0,3,43
Europe,OWID_EUR,1998,0,2,44
Europe,OWID_EUR,1999,0,2,44
Europe,OWID_EUR,2000,0,2,44
Europe,OWID_EUR,2001,0,1,45
Europe,OWID_EUR,2002,0,1,45
Europe,OWID_EUR,2003,0,1,45
Europe,OWID_EUR,2004,0,0,46
Europe,OWID_EUR,2005,0,0,46
Europe,OWID_EUR,2006,0,0,46
Europe,OWID_EUR,2007,0,0,46
Europe,OWID_EUR,2008,0,0,46
Europe,OWID_EUR,2009,0,0,46
Europe,OWID_EUR,2010,0,0,46
Europe,OWID_EUR,2011,0,0,46
Europe,OWID_EUR,2012,0,0,46
Europe,OWID_EUR,2013,0,0,46
Europe,OWID_EUR,2014,0,0,46
Europe,OWID_EUR,2015,0,0,46
Europe,OWID_EUR,2016,0,0,46
Europe,OWID_EUR,2017,0,0,46
Europe,OWID_EUR,2018,0,0,46
Europe,OWID_EUR,2019,0,0,46
Europe,OWID_EUR,2020,0,0,46
Europe,OWID_EUR,2021,0,0,46
Europe,OWID_EUR,2022,0,0,46
Europe,OWID_EUR,2023,0,0,46
Europe,OWID_EUR,2024,0,0,46
Europe,OWID_EUR,2025,0,0,46
North America,OWID_NAM,1760,13,10,0
North America,OWID_NAM,1761,13,10,0
North America,OWID_NAM,1762,13,10,0
North America,OWID_NAM,1763,13,10,0
North America,OWID_NAM,1764,13,10,0
North America,OWID_NAM,1765,13,10,0
North America,OWID_NAM,1766,13,10,0
North America,OWID_NAM,1767,13,10,0
North America,OWID_NAM,1768,13,10,0
North America,OWID_NAM,1769,13,10,0
North America,OWID_NAM,1770,13,10,0
North America,OWID_NAM,1771,13,10,0
North America,OWID_NAM,1772,13,10,0
North America,OWID_NAM,1773,13,10,0
North America,OWID_NAM,1774,13,10,0
North America,OWID_NAM,1775,13,10,0
North America,OWID_NAM,1776,13,10,0
North America,OWID_NAM,1777,13,10,0
North America,OWID_NAM,1778,13,10,0
North America,OWID_NAM,1779,13,10,0
North America,OWID_NAM,1780,13,10,0
North America,OWID_NAM,1781,13,10,0
North America,OWID_NAM,1782,13,10,0
North America,OWID_NAM,1783,13,10,0
North America,OWID_NAM,1784,13,10,0
North America,OWID_NAM,1785,13,10,0
North America,OWID_NAM,1786,13,10,0
North America,OWID_NAM,1787,13,10,0
North America,OWID_NAM,1788,13,10,0
North America,OWID_NAM,1789,13,10,0
North America,OWID_NAM,1790,13,10,0
North America,OWID_NAM,1791,12,10,1
North America,OWID_NAM,1792,12,10,1
North America,OWID_NAM,1793,12,10,1
North America,OWID_NAM,1794,12,10,1
North America,OWID_NAM,1795,12,10,1
North America,OWID_NAM,1796,12,10,1
North America,OWID_NAM,1797,12,10,1
North America,OWID_NAM,1798,12,10,1
North America,OWID_NAM,1799,12,10,1
North America,OWID_NAM,1800,12,10,1
North America,OWID_NAM,1801,12,10,1
North America,OWID_NAM,1802,12,10,1
North America,OWID_NAM,1803,12,10,1
North America,OWID_NAM,1804,12,10,1
North America,OWID_NAM,1805,12,10,1
North America,OWID_NAM,1806,12,10,1
North America,OWID_NAM,1807,12,10,1
North America,OWID_NAM,1808,12,10,1
North America,OWID_NAM,1809,12,10,1
North America,OWID_NAM,1810,12,10,1
North America,OWID_NAM,1811,12,10,1
North America,OWID_NAM,1812,12,10,1
North America,OWID_NAM,1813,12,10,1
North America,OWID_NAM,1814,12,10,1
North America,OWID_NAM,1815,12,10,1
North America,OWID_NAM,1816,12,10,1
North America,OWID_NAM,1817,12,10,1
North America,OWID_NAM,1818,12,10,1
North America,OWID_NAM,1819,12,10,1
North America,OWID_NAM,1820,12,10,1
North America,OWID_NAM,1821,12,10,1
North America,OWID_NAM,1822,12,8,3
North America,OWID_NAM,1823,12,8,3
North America,OWID_NAM,1824,12,8,3
North America,OWID_NAM,1825,12,8,3
North America,OWID_NAM,1826,12,8,3
North America,OWID_NAM,1827,12,8,3
North America,OWID_NAM,1828,12,8,3
North America,OWID_NAM,1829,12,8,3
North America,OWID_NAM,1830,12,8,3
North America,OWID_NAM,1831,12,8,3
North America,OWID_NAM,1832,12,8,3
North America,OWID_NAM,1833,12,8,3
North America,OWID_NAM,1834,12,8,3
North America,OWID_NAM,1835,12,8,3
North America,OWID_NAM,1836,12,8,3
North America,OWID_NAM,1837,12,8,3
North America,OWID_NAM,1838,12,8,3
North America,OWID_NAM,1839,12,8,3
North America,OWID_NAM,1840,12,8,3
North America,OWID_NAM,1841,12,8,3
North America,OWID_NAM,1842,12,8,3
North America,OWID_NAM,1843,12,8,3
North America,OWID_NAM,1844,12,8,3
North America,OWID_NAM,1845,12,8,3
North America,OWID_NAM,1846,12,8,3
North America,OWID_NAM,1847,12,8,3
North America,OWID_NAM,1848,12,8,3
North America,OWID_NAM,1849,12,8,3
North America,OWID_NAM,1850,12,8,3
North America,OWID_NAM,1851,12,8,3
North America,OWID_NAM,1852,12,8,3
North America,OWID_NAM,1853,12,8,3
North America,OWID_NAM,1854,12,8,3
North America,OWID_NAM,1855,12,8,3
North America,OWID_NAM,1856,12,8,3
North America,OWID_NAM,1857,12,8,3
North America,OWID_NAM,1858,12,8,3
North America,OWID_NAM,1859,12,8,3
North America,OWID_NAM,1860,12,8,3
North America,OWID_NAM,1861,11,9,3
North America,OWID_NAM,1862,11,9,3
North America,OWID_NAM,1863,11,9,3
North America,OWID_NAM,1864,10,10,3
North America,OWID_NAM,1865,10,10,3
North America,OWID_NAM,1866,10,10,3
North America,OWID_NAM,1867,10,10,3
North America,OWID_NAM,1868,10,10,3
North America,OWID_NAM,1869,10,10,3
North America,OWID_NAM,1870,10,10,3
North America,OWID_NAM,1871,10,9,4
North America,OWID_NAM,1872,10,8,5
North America,OWID_NAM,1873,9,9,5
North America,OWID_NAM,1874,9,9,5
North America,OWID_NAM,1875,9,9,5
North America,OWID_NAM,1876,9,9,5
North America,OWID_NAM,1877,9,9,5
North America,OWID_NAM,1878,9,9,5
North America,OWID_NAM,1879,9,9,5
North America,OWID_NAM,1880,9,9,5
North America,OWID_NAM,1881,9,9,5
North America,OWID_NAM,1882,9,9,5
North America,OWID_NAM,1883,9,9,5
North America,OWID_NAM,1884,9,9,5
North America,OWID_NAM,1885,9,9,5
North America,OWID_NAM,1886,9,9,5
North America,OWID_NAM,1887,9,9,5
North America,OWID_NAM,1888,8,10,5
North America,OWID_NAM,1889,8,10,5
North America,OWID_NAM,1890,8,10,5
North America,OWID_NAM,1891,8,10,5
North America,OWID_NAM,1892,8,10,5
North America,OWID_NAM,1893,8,10,5
North America,OWID_NAM,1894,8,10,5
North America,OWID_NAM,1895,8,10,5
North America,OWID_NAM,1896,8,10,5
North America,OWID_NAM,1897,7,11,5
North America,OWID_NAM,1898,7,11,5
North America,OWID_NAM,1899,7,10,6
North America,OWID_NAM,1900,7,10,6
North America,OWID_NAM,1901,7,10,6
North America,OWID_NAM,1902,7,10,6
North America,OWID_NAM,1903,7,10,6
North America,OWID_NAM,1904,7,10,6
North America,OWID_NAM,1905,7,10,6
North America,OWID_NAM,1906,7,10,6
North America,OWID_NAM,1907,7,10,6
North America,OWID_NAM,1908,7,10,6
North America,OWID_NAM,1909,7,10,6
North America,OWID_NAM,1910,7,10,6
North America,OWID_NAM,1911,7,10,6
North America,OWID_NAM,1912,7,10,6
North America,OWID_NAM,1913,7,10,6
North America,OWID_NAM,1914,7,10,6
North America,OWID_NAM,1915,7,10,6
North America,OWID_NAM,1916,7,10,6
North America,OWID_NAM,1917,7,10,6
North America,OWID_NAM,1918,7,10,6
North America,OWID_NAM,1919,7,10,6
North America,OWID_NAM,1920,7,10,6
North America,OWID_NAM,1921,7,10,6
North America,OWID_NAM,1922,7,10,6
North America,OWID_NAM,1923,7,10,6
North America,OWID_NAM,1924,7,10,6
North America,OWID_NAM,1925,7,10,6
North America,OWID_NAM,1926,7,10,6
North America,OWID_NAM,1927,7,10,6
North America,OWID_NAM,1928,7,10,6
North America,OWID_NAM,1929,7,10,6
North America,OWID_NAM,1930,7,10,6
North America,OWID_NAM,1931,7,10,6
North America,OWID_NAM,1932,7,10,6
North America,OWID_NAM,1933,7,10,6
North America,OWID_NAM,1934,7,10,6
North America,OWID_NAM,1935,7,10,6
North America,OWID_NAM,1936,7,10,6
North America,OWID_NAM,1937,7,10,6
North America,OWID_NAM,1938,7,10,6
North America,OWID_NAM,1939,7,10,6
North America,OWID_NAM,1940,7,10,6
North America,OWID_NAM,1941,7,10,6
North America,OWID_NAM,1942,7,10,6
North America,OWID_NAM,1943,7,10,6
North America,OWID_NAM,1944,7,10,6
North America,OWID_NAM,1945,7,10,6
North America,OWID_NAM,1946,7,10,6
North America,OWID_NAM,1947,7,10,6
North America,OWID_NAM,1948,7,10,6
North America,OWID_NAM,1949,6,11,6
North America,OWID_NAM,1950,6,11,6
North America,OWID_NAM,1951,6,11,6
North America,OWID_NAM,1952,6,11,6
North America,OWID_NAM,1953,6,11,6
North America,OWID_NAM,1954,6,11,6
North America,OWID_NAM,1955,6,11,6
North America,OWID_NAM,1956,6,11,6
North America,OWID_NAM,1957,6,11,6
North America,OWID_NAM,1958,6,11,6
North America,OWID_NAM,1959,6,11,6
North America,OWID_NAM,1960,6,11,6
North America,OWID_NAM,1961,6,11,6
North America,OWID_NAM,1962,6,11,6
North America,OWID_NAM,1963,6,11,6
North America,OWID_NAM,1964,6,11,6
North America,OWID_NAM,1965,6,11,6
North America,OWID_NAM,1966,6,11,6
North America,OWID_NAM,1967,6,11,6
North America,OWID_NAM,1968,6,11,6
North America,OWID_NAM,1969,6,10,7
North America,OWID_NAM,1970,6,10,7
North America,OWID_NAM,1971,6,9,8
North America,OWID_NAM,1972,6,9,8
North America,OWID_NAM,1973,6,9,8
North America,OWID_NAM,1974,6,9,8
North America,OWID_NAM,1975,6,9,8
North America,OWID_NAM,1976,6,9,8
North America,OWID_NAM,1977,6,9,8
North America,OWID_NAM,1978,6,9,8
North America,OWID_NAM,1979,6,8,9
North America,OWID_NAM,1980,6,8,9
North America,OWID_NAM,1981,6,8,9
North America,OWID_NAM,1982,6,8,9
North America,OWID_NAM,1983,6,8,9
North America,OWID_NAM,1984,6,8,9
North America,OWID_NAM,1985,6,8,9
North America,OWID_NAM,1986,6,8,9
North America,OWID_NAM,1987,6,8,9
North America,OWID_NAM,1988,5,9,9
North America,OWID_NAM,1989,5,9,9
North America,OWID_NAM,1990,5,9,9
North America,OWID_NAM,1991,4,9,10
North America,OWID_NAM,1992,3,10,10
North America,OWID_NAM,1993,3,10,10
North America,OWID_NAM,1994,3,10,10
North America,OWID_NAM,1995,2,11,10
North America,OWID_NAM,1996,2,11,10
North America,OWID_NAM,1997,2,11,10
North America,OWID_NAM,1998,1,12,10
North America,OWID_NAM,1999,1,12,10
North America,OWID_NAM,2000,1,12,10
North America,OWID_NAM,2001,1,12,10
North America,OWID_NAM,2002,1,12,10
North America,OWID_NAM,2003,1,11,11
North America,OWID_NAM,2004,1,11,11
North America,OWID_NAM,2005,0,12,11
North America,OWID_NAM,2006,0,12,11
North America,OWID_NAM,2007,0,12,11
North America,OWID_NAM,2008,0,10,13
North America,OWID_NAM,2009,0,10,13
North America,OWID_NAM,2010,0,10,13
North America,OWID_NAM,2011,0,10,13
North America,OWID_NAM,2012,0,10,13
North America,OWID_NAM,2013,0,10,13
North America,OWID_NAM,2014,0,10,13
North America,OWID_NAM,2015,0,10,13
North America,OWID_NAM,2016,0,9,14
North America,OWID_NAM,2017,0,9,14
North America,OWID_NAM,2018,0,8,15
North America,OWID_NAM,2019,0,8,15
North America,OWID_NAM,2020,0,8,15
North America,OWID_NAM,2021,0,8,15
North America,OWID_NAM,2022,0,6,17
North America,OWID_NAM,2023,0,6,17
North America,OWID_NAM,2024,0,5,18
North America,OWID_NAM,2025,0,6,17
Oceania,OWID_OCE,1760,17,0,0
Oceania,OWID_OCE,1761,17,0,0
Oceania,OWID_OCE,1762,17,0,0
Oceania,OWID_OCE,1763,17,0,0
Oceania,OWID_OCE,1764,17,0,0
Oceania,OWID_OCE,1765,17,0,0
Oceania,OWID_OCE,1766,17,0,0
Oceania,OWID_OCE,1767,17,0,0
Oceania,OWID_OCE,1768,17,0,0
Oceania,OWID_OCE,1769,17,0,0
Oceania,OWID_OCE,1770,17,0,0
Oceania,OWID_OCE,1771,17,0,0
Oceania,OWID_OCE,1772,17,0,0
Oceania,OWID_OCE,1773,17,0,0
Oceania,OWID_OCE,1774,17,0,0
Oceania,OWID_OCE,1775,17,0,0
Oceania,OWID_OCE,1776,17,0,0
Oceania,OWID_OCE,1777,17,0,0
Oceania,OWID_OCE,1778,17,0,0
Oceania,OWID_OCE,1779,17,0,0
Oceania,OWID_OCE,1780,17,0,0
Oceania,OWID_OCE,1781,17,0,0
Oceania,OWID_OCE,1782,17,0,0
Oceania,OWID_OCE,1783,17,0,0
Oceania,OWID_OCE,1784,17,0,0
Oceania,OWID_OCE,1785,17,0,0
Oceania,OWID_OCE,1786,17,0,0
Oceania,OWID_OCE,1787,17,0,0
Oceania,OWID_OCE,1788,16,1,0
Oceania,OWID_OCE,1789,16,1,0
Oceania,OWID_OCE,1790,16,1,0
Oceania,OWID_OCE,1791,16,1,0
Oceania,OWID_OCE,1792,16,1,0
Oceania,OWID_OCE,1793,16,1,0
Oceania,OWID_OCE,1794,16,1,0
Oceania,OWID_OCE,1795,16,1,0
Oceania,OWID_OCE,1796,16,1,0
Oceania,OWID_OCE,1797,16,1,0
Oceania,OWID_OCE,1798,16,1,0
Oceania,OWID_OCE,1799,16,1,0
Oceania,OWID_OCE,1800,16,1,0
Oceania,OWID_OCE,1801,16,1,0
Oceania,OWID_OCE,1802,16,1,0
Oceania,OWID_OCE,1803,16,1,0
Oceania,OWID_OCE,1804,16,1,0
Oceania,OWID_OCE,1805,16,1,0
Oceania,OWID_OCE,1806,16,1,0
Oceania,OWID_OCE,1807,16,1,0
Oceania,OWID_OCE,1808,16,1,0
Oceania,OWID_OCE,1809,16,1,0
Oceania,OWID_OCE,1810,16,1,0
Oceania,OWID_OCE,1811,16,1,0
Oceania,OWID_OCE,1812,16,1,0
Oceania,OWID_OCE,1813,16,1,0
Oceania,OWID_OCE,1814,16,1,0
Oceania,OWID_OCE,1815,16,1,0
Oceania,OWID_OCE,1816,16,1,0
Oceania,OWID_OCE,1817,16,1,0
Oceania,OWID_OCE,1818,16,1,0
Oceania,OWID_OCE,1819,16,1,0
Oceania,OWID_OCE,1820,16,1,0
Oceania,OWID_OCE,1821,16,1,0
Oceania,OWID_OCE,1822,16,1,0
Oceania,OWID_OCE,1823,16,1,0
Oceania,OWID_OCE,1824,16,1,0
Oceania,OWID_OCE,1825,16,1,0
Oceania,OWID_OCE,1826,16,1,0
Oceania,OWID_OCE,1827,16,1,0
Oceania,OWID_OCE,1828,16,1,0
Oceania,OWID_OCE,1829,16,1,0
Oceania,OWID_OCE,1830,16,1,0
Oceania,OWID_OCE,1831,16,1,0
Oceania,OWID_OCE,1832,16,1,0
Oceania,OWID_OCE,1833,16,1,0
Oceania,OWID_OCE,1834,16,1,0
Oceania,OWID_OCE,1835,16,1,0
Oceania,OWID_OCE,1836,16,1,0
Oceania,OWID_OCE,1837,16,1,0
Oceania,OWID_OCE,1838,16,1,0
Oceania,OWID_OCE,1839,16,1,0
Oceania,OWID_OCE,1840,15,2,0
Oceania,OWID_OCE,1841,15,2,0
Oceania,OWID_OCE,1842,15,2,0
Oceania,OWID_OCE,1843,15,2,0
Oceania,OWID_OCE,1844,15,2,0
Oceania,OWID_OCE,1845,15,2,0
Oceania,OWID_OCE,1846,15,2,0
Oceania,OWID_OCE,1847,15,2,0
Oceania,OWID_OCE,1848,15,2,0
Oceania,OWID_OCE,1849,15,2,0
Oceania,OWID_OCE,1850,15,2,0
Oceania,OWID_OCE,1851,15,2,0
Oceania,OWID_OCE,1852,15,2,0
Oceania,OWID_OCE,1853,15,2,0
Oceania,OWID_OCE,1854,15,2,0
Oceania,OWID_OCE,1855,15,2,0
Oceania,OWID_OCE,1856,15,2,0
Oceania,OWID_OCE,1857,15,2,0
Oceania,OWID_OCE,1858,15,2,0
Oceania,OWID_OCE,1859,15,2,0
Oceania,OWID_OCE,1860,15,2,0
Oceania,OWID_OCE,1861,15,2,0
Oceania,OWID_OCE,1862,15,2,0
Oceania,OWID_OCE,1863,15,2,0
Oceania,OWID_OCE,1864,15,2,0
Oceania,OWID_OCE,1865,15,2,0
Oceania,OWID_OCE,1866,15,2,0
Oceania,OWID_OCE,1867,15,2,0
Oceania,OWID_OCE,1868,15,2,0
Oceania,OWID_OCE,1869,15,2,0
Oceania,OWID_OCE,1870,15,2,0
Oceania,OWID_OCE,1871,15,2,0
Oceania,OWID_OCE,1872,15,2,0
Oceania,OWID_OCE,1873,15,2,0
Oceania,OWID_OCE,1874,15,2,0
Oceania,OWID_OCE,1875,15,2,0
Oceania,OWID_OCE,1876,15,2,0
Oceania,OWID_OCE,1877,15,2,0
Oceania,OWID_OCE,1878,15,2,0
Oceania,OWID_OCE,1879,15,2,0
Oceania,OWID_OCE,1880,15,2,0
Oceania,OWID_OCE,1881,15,2,0
Oceania,OWID_OCE,1882,15,2,0
Oceania,OWID_OCE,1883,15,2,0
Oceania,OWID_OCE,1884,15,2,0
Oceania,OWID_OCE,1885,15,2,0
Oceania,OWID_OCE,1886,15,2,0
Oceania,OWID_OCE,1887,15,2,0
Oceania,OWID_OCE,1888,14,3,0
Oceania,OWID_OCE,1889,14,3,0
Oceania,OWID_OCE,1890,14,3,0
Oceania,OWID_OCE,1891,14,3,0
Oceania,OWID_OCE,1892,14,3,0
Oceania,OWID_OCE,1893,14,3,0
Oceania,OWID_OCE,1894,14,3,0
Oceania,OWID_OCE,1895,14,3,0
Oceania,OWID_OCE,1896,14,3,0
Oceania,OWID_OCE,1897,14,3,0
Oceania,OWID_OCE,1898,14,3,0
Oceania,OWID_OCE,1899,14,3,0
Oceania,OWID_OCE,1900,14,3,0
Oceania,OWID_OCE,1901,14,3,0
Oceania,OWID_OCE,1902,14,3,0
Oceania,OWID_OCE,1903,14,3,0
Oceania,OWID_OCE,1904,14,3,0
Oceania,OWID_OCE,1905,14,3,0
Oceania,OWID_OCE,1906,14,3,0
Oceania,OWID_OCE,1907,14,3,0
Oceania,OWID_OCE,1908,14,3,0
Oceania,OWID_OCE,1909,14,3,0
Oceania,OWID_OCE,1910,14,3,0
Oceania,OWID_OCE,1911,14,3,0
Oceania,OWID_OCE,1912,14,3,0
Oceania,OWID_OCE,1913,14,3,0
Oceania,OWID_OCE,1914,14,3,0
Oceania,OWID_OCE,1915,14,3,0
Oceania,OWID_OCE,1916,14,3,0
Oceania,OWID_OCE,1917,14,3,0
Oceania,OWID_OCE,1918,14,3,0
Oceania,OWID_OCE,1919,14,3,0
Oceania,OWID_OCE,1920,14,3,0
Oceania,OWID_OCE,1921,13,4,0
Oceania,OWID_OCE,1922,13,4,0
Oceania,OWID_OCE,1923,13,4,0
Oceania,OWID_OCE,1924,13,4,0
Oceania,OWID_OCE,1925,13,4,0
Oceania,OWID_OCE,1926,13,4,0
Oceania,OWID_OCE,1927,13,4,0
Oceania,OWID_OCE,1928,13,4,0
Oceania,OWID_OCE,1929,13,4,0
Oceania,OWID_OCE,1930,13,4,0
Oceania,OWID_OCE,1931,13,4,0
Oceania,OWID_OCE,1932,13,4,0
Oceania,OWID_OCE,1933,13,4,0
Oceania,OWID_OCE,1934,13,4,0
Oceania,OWID_OCE,1935,13,4,0
Oceania,OWID_OCE,1936,13,4,0
Oceania,OWID_OCE,1937,13,4,0
Oceania,OWID_OCE,1938,13,4,0
Oceania,OWID_OCE,1939,13,4,0
Oceania,OWID_OCE,1940,13,4,0
Oceania,OWID_OCE,1941,13,4,0
Oceania,OWID_OCE,1942,13,4,0
Oceania,OWID_OCE,1943,13,4,0
Oceania,OWID_OCE,1944,13,4,0
Oceania,OWID_OCE,1945,12,5,0
Oceania,OWID_OCE,1946,12,5,0
Oceania,OWID_OCE,1947,12,5,0
Oceania,OWID_OCE,1948,12,5,0
Oceania,OWID_OCE,1949,12,5,0
Oceania,OWID_OCE,1950,12,5,0
Oceania,OWID_OCE,1951,12,5,0
Oceania,OWID_OCE,1952,12,5,0
Oceania,OWID_OCE,1953,12,5,0
Oceania,OWID_OCE,1954,12,5,0
Oceania,OWID_OCE,1955,12,5,0
Oceania,OWID_OCE,1956,12,5,0
Oceania,OWID_OCE,1957,12,5,0
Oceania,OWID_OCE,1958,12,5,0
Oceania,OWID_OCE,1959,12,5,0
Oceania,OWID_OCE,1960,12,5,0
Oceania,OWID_OCE,1961,12,5,0
Oceania,OWID_OCE,1962,12,5,0
Oceania,OWID_OCE,1963,11,6,0
Oceania,OWID_OCE,1964,11,6,0
Oceania,OWID_OCE,1965,11,6,0
Oceania,OWID_OCE,1966,11,6,0
Oceania,OWID_OCE,1967,11,6,0
Oceania,OWID_OCE,1968,11,6,0
Oceania,OWID_OCE,1969,10,7,0
Oceania,OWID_OCE,1970,10,7,0
Oceania,OWID_OCE,1971,10,7,0
Oceania,OWID_OCE,1972,10,7,0
Oceania,OWID_OCE,1973,10,7,0
Oceania,OWID_OCE,1974,10,7,0
Oceania,OWID_OCE,1975,10,7,0
Oceania,OWID_OCE,1976,10,7,0
Oceania,OWID_OCE,1977,9,8,0
Oceania,OWID_OCE,1978,8,9,0
Oceania,OWID_OCE,1979,8,9,0
Oceania,OWID_OCE,1980,8,9,0
Oceania,OWID_OCE,1981,7,9,1
Oceania,OWID_OCE,1982,6,9,2
Oceania,OWID_OCE,1983,6,9,2
Oceania,OWID_OCE,1984,6,9,2
Oceania,OWID_OCE,1985,6,9,2
Oceania,OWID_OCE,1986,6,8,3
Oceania,OWID_OCE,1987,6,8,3
Oceania,OWID_OCE,1988,5,9,3
Oceania,OWID_OCE,1989,5,9,3
Oceania,OWID_OCE,1990,5,9,3
Oceania,OWID_OCE,1991,5,9,3
Oceania,OWID_OCE,1992,5,9,3
Oceania,OWID_OCE,1993,5,9,3
Oceania,OWID_OCE,1994,5,9,3
Oceania,OWID_OCE,1995,5,9,3
Oceania,OWID_OCE,1996,5,9,3
Oceania,OWID_OCE,1997,5,8,4
Oceania,OWID_OCE,1998,5,8,4
Oceania,OWID_OCE,1999,5,8,4
Oceania,OWID_OCE,2000,5,8,4
Oceania,OWID_OCE,2001,5,8,4
Oceania,OWID_OCE,2002,5,8,4
Oceania,OWID_OCE,2003,5,8,4
Oceania,OWID_OCE,2004,5,8,4
Oceania,OWID_OCE,2005,4,8,5
Oceania,OWID_OCE,2006,4,8,5
Oceania,OWID_OCE,2007,2,8,7
Oceania,OWID_OCE,2008,2,8,7
Oceania,OWID_OCE,2009,2,8,7
Oceania,OWID_OCE,2010,2,7,8
Oceania,OWID_OCE,2011,2,7,8
Oceania,OWID_OCE,2012,2,7,8
Oceania,OWID_OCE,2013,1,8,8
Oceania,OWID_OCE,2014,0,8,9
Oceania,OWID_OCE,2015,0,8,9
Oceania,OWID_OCE,2016,0,7,10
Oceania,OWID_OCE,2017,0,7,10
Oceania,OWID_OCE,2018,0,7,10
Oceania,OWID_OCE,2019,0,7,10
Oceania,OWID_OCE,2020,0,7,10
Oceania,OWID_OCE,2021,0,7,10
Oceania,OWID_OCE,2022,0,7,10
Oceania,OWID_OCE,2023,0,6,11
Oceania,OWID_OCE,2024,0,6,11
Oceania,OWID_OCE,2025,0,6,11
