country,year,gender,age,share_top5_pct_inc,share_top1_pct_inc,share_top0_5_pct_inc,share_top0_1_pct_inc,share_top0_01_pct_inc
Argentina,1996,All genders,25,NA,NA,NA,NA,NA
Argentina,1997,All genders,25,NA,NA,NA,NA,NA
Argentina,1998,All genders,25,NA,NA,NA,NA,NA
Argentina,1999,All genders,25,NA,NA,NA,NA,NA
Argentina,2000,All genders,25,NA,NA,NA,NA,NA
Argentina,2001,All genders,25,NA,NA,NA,NA,NA
Argentina,2002,All genders,25,NA,NA,NA,NA,NA
Argentina,2003,All genders,25,NA,NA,NA,NA,NA
Argentina,2004,All genders,25,NA,NA,NA,NA,NA
Argentina,2005,All genders,25,NA,NA,NA,NA,NA
Argentina,2006,All genders,25,NA,NA,NA,NA,NA
Argentina,2007,All genders,25,NA,NA,NA,NA,NA
Argentina,2008,All genders,25,NA,NA,NA,NA,NA
Argentina,2009,All genders,25,NA,NA,NA,NA,NA
Argentina,2010,All genders,25,NA,NA,NA,NA,NA
Argentina,2011,All genders,25,NA,NA,NA,NA,NA
Argentina,2012,All genders,25,NA,NA,NA,NA,NA
Argentina,2013,All genders,25,NA,NA,NA,NA,NA
Argentina,2014,All genders,25,NA,NA,NA,NA,NA
Argentina,2015,All genders,25,NA,NA,NA,NA,NA
Argentina,1996,Female,25,NA,NA,NA,NA,NA
Argentina,1997,Female,25,NA,NA,NA,NA,NA
Argentina,1998,Female,25,NA,NA,NA,NA,NA
Argentina,1999,Female,25,NA,NA,NA,NA,NA
Argentina,2000,Female,25,NA,NA,NA,NA,NA
Argentina,2001,Female,25,NA,NA,NA,NA,NA
Argentina,2002,Female,25,NA,NA,NA,NA,NA
Argentina,2003,Female,25,NA,NA,NA,NA,NA
Argentina,2004,Female,25,NA,NA,NA,NA,NA
Argentina,2005,Female,25,NA,NA,NA,NA,NA
Argentina,2006,Female,25,NA,NA,NA,NA,NA
Argentina,2007,Female,25,NA,NA,NA,NA,NA
Argentina,2008,Female,25,NA,NA,NA,NA,NA
Argentina,2009,Female,25,NA,NA,NA,NA,NA
Argentina,2010,Female,25,NA,NA,NA,NA,NA
Argentina,2011,Female,25,NA,NA,NA,NA,NA
Argentina,2012,Female,25,NA,NA,NA,NA,NA
Argentina,2013,Female,25,NA,NA,NA,NA,NA
Argentina,2014,Female,25,NA,NA,NA,NA,NA
Argentina,2015,Female,25,NA,NA,NA,NA,NA
Argentina,1996,Male,25,NA,NA,NA,NA,NA
Argentina,1997,Male,25,NA,NA,NA,NA,NA
Argentina,1998,Male,25,NA,NA,NA,NA,NA
Argentina,1999,Male,25,NA,NA,NA,NA,NA
Argentina,2000,Male,25,NA,NA,NA,NA,NA
Argentina,2001,Male,25,NA,NA,NA,NA,NA
Argentina,2002,Male,25,NA,NA,NA,NA,NA
Argentina,2003,Male,25,NA,NA,NA,NA,NA
Argentina,2004,Male,25,NA,NA,NA,NA,NA
Argentina,2005,Male,25,NA,NA,NA,NA,NA
Argentina,2006,Male,25,NA,NA,NA,NA,NA
Argentina,2007,Male,25,NA,NA,NA,NA,NA
Argentina,2008,Male,25,NA,NA,NA,NA,NA
Argentina,2009,Male,25,NA,NA,NA,NA,NA
Argentina,2010,Male,25,NA,NA,NA,NA,NA
Argentina,2011,Male,25,NA,NA,NA,NA,NA
Argentina,2012,Male,25,NA,NA,NA,NA,NA
Argentina,2013,Male,25,NA,NA,NA,NA,NA
Argentina,2014,Male,25,NA,NA,NA,NA,NA
Argentina,2015,Male,25,NA,NA,NA,NA,NA
Argentina,1996,All genders,25-34,22.135859,7.5234976,4.6383185,1.4876316,0.28220162
Argentina,1997,All genders,25-34,23.365467,8.3238487,5.2270246,1.745994,0.32905674
Argentina,1998,All genders,25-34,23.545162,8.4893885,5.3981733,1.8481202,0.34436408
Argentina,1999,All genders,25-34,24.113056,8.8480787,5.6908913,2.1208661,0.53329384
Argentina,2000,All genders,25-34,24.292734,8.714757,5.4880924,1.7468754,0.31196749
Argentina,2001,All genders,25-34,24.459703,8.7620506,5.4369164,1.6760454,0.26013032
Argentina,2002,All genders,25-34,25.560902,9.9527922,6.6413136,2.6696711,0.66071671
Argentina,2003,All genders,25-34,24.144014,9.5573645,6.4425769,2.6163678,0.64003223
Argentina,2004,All genders,25-34,21.80015,8.4398422,5.6499162,2.3863158,0.66868877
Argentina,2005,All genders,25-34,19.893595,7.1539493,4.607182,1.6684011,0.3264204
Argentina,2006,All genders,25-34,18.918037000000002,6.4954171,4.1358232,1.4540658,0.36158401
Argentina,2007,All genders,25-34,18.436501,6.1315174,3.8622229,1.3429021,0.30415741
Argentina,2008,All genders,25-34,18.278715,5.9594498,3.6781538,1.2227958,0.2623139
Argentina,2009,All genders,25-34,17.847866,5.6634159,3.4178627,1.0690199,0.20360686
Argentina,2010,All genders,25-34,17.698975,5.5272837,3.2473414,0.93608773,0.16236894
Argentina,2011,All genders,25-34,17.783957,5.7586632,3.4755552,1.1439192,0.39132491
Argentina,2012,All genders,25-34,16.958551,5.2391472,3.087451,0.8993355,0.18814981
Argentina,2013,All genders,25-34,17.025389,5.2676835,3.1237719,0.91667104,0.19032322
Argentina,2014,All genders,25-34,17.092072,5.3589363,3.1601055,0.92306346,0.20253199
Argentina,2015,All genders,25-34,17.376333,5.4118953,3.1655183,0.89872438,0.17125259
Argentina,1996,Female,25-34,21.312267,7.0173163,4.2423625,1.3088297,0.29858851
Argentina,1997,Female,25-34,22.370129,7.7010465,4.8145814,1.6316881,0.37750416999999997
Argentina,1998,Female,25-34,22.277241,7.5545459,4.6950316,1.513346,0.36924869
Argentina,1999,Female,25-34,22.80471,8.2216549,5.3197751,2.197242,1.0066381
Argentina,2000,Female,25-34,22.574396,7.7063599,4.7591858,1.6152747,0.2804628
Argentina,2001,Female,25-34,22.742777,7.7548976,4.7585387,1.5648733,0.30281129
Argentina,2002,Female,25-34,23.96616,8.8529282,5.6802258,2.1300259,0.46592543
Argentina,2003,Female,25-34,22.804516,8.5187531,5.5426822,2.1181779,0.45176145
Argentina,2004,Female,25-34,21.113535,7.8547788,5.1247582,2.0134153,0.56666666
Argentina,2005,Female,25-34,18.676729,6.3056297,3.8567898,1.1994264,0.24614684
Argentina,2006,Female,25-34,17.873884,6.1332412,3.8626714,1.2880327,0.3913151
Argentina,2007,Female,25-34,17.153931,5.6196189,3.4367392,1.0941607,0.25613871
Argentina,2008,Female,25-34,17.388695,5.9273605,3.7617373,1.4186466,0.44324821
Argentina,2009,Female,25-34,16.629383,5.3196678,3.29897,1.1716083,0.34062406
Argentina,2010,Female,25-34,16.127132,4.8802385,2.8822761,0.86900705,0.16999893
Argentina,2011,Female,25-34,15.649413,4.6047902,2.6781471,0.77352262,0.15889718
Argentina,2012,Female,25-34,15.456534,4.6326513,2.7448547,0.84508693,0.19788063
Argentina,2013,Female,25-34,15.605025,4.7077026,2.8290062,0.91801661,0.22938415
Argentina,2014,Female,25-34,15.436402,4.6575127,2.7909098,0.82387424,0.15493798
Argentina,2015,Female,25-34,15.682813,4.6729393,2.7998171,0.85970294,0.15400647
Argentina,1996,Male,25-34,22.331905,7.6394892,4.7291784,1.5153666,0.25380182
Argentina,1997,Male,25-34,23.634438,8.4818192,5.3259282,1.784126,0.36582443
Argentina,1998,Male,25-34,23.955481,8.7499781,5.5951138,1.9589374,0.38382426
Argentina,1999,Male,25-34,24.565985,9.0222607,5.772923,2.0815938,0.40642363
Argentina,2000,Male,25-34,24.955685,9.0730143,5.7170644,1.8010812,0.38084316
Argentina,2001,Male,25-34,25.176945,9.1411791,5.6406755,1.6900294,0.30382249
Argentina,2002,Male,25-34,26.228176,10.438642,7.0746779,2.9447553,0.63379341
Argentina,2003,Male,25-34,24.666096,9.9679842,6.7950807,2.7853498,0.7916314
Argentina,2004,Male,25-34,21.997353,8.6491642,5.8355675,2.5218575,0.68788821
Argentina,2005,Male,25-34,20.245415,7.4534445,4.8700576,1.7913971,0.315258
Argentina,2006,Male,25-34,19.089684,6.5706363,4.2039981,1.5135515,0.38016388
Argentina,2007,Male,25-34,18.619486,6.2422395,3.9663966,1.4005716,0.34078506
Argentina,2008,Male,25-34,18.31282,5.8605642,3.5818565,1.1455694,0.18929544
Argentina,2009,Male,25-34,18.010508,5.6304345,3.3637655,1.0249743,0.17110309
Argentina,2010,Male,25-34,17.913313,5.5389681,3.2402728,0.94009227,0.15144029
Argentina,2011,Male,25-34,18.181213,5.9044538,3.5567248,1.2235383,0.4653801
Argentina,2012,Male,25-34,17.160864,5.2607007,3.0758743,0.88132358,0.18162313
Argentina,2013,Male,25-34,17.230946,5.2759476,3.106101,0.87895894,0.17404222
Argentina,2014,Male,25-34,17.395641,5.4053998,3.1816599,0.94486725,0.19938368
Argentina,2015,Male,25-34,17.703333,5.4180527,3.1493776000000002,0.90157092,0.17407314
Argentina,1996,All genders,25-55,26.927999,10.598131,6.9219871,2.4994864,0.45250353
Argentina,1997,All genders,25-55,27.658627,10.960398,7.1892004,2.5439315,0.48443773
Argentina,1998,All genders,25-55,28.059732,11.299569,7.472259,2.66418,0.52428097
Argentina,1999,All genders,25-55,28.785789,11.871276,7.9226084,2.9375806,0.63022041
Argentina,2000,All genders,25-55,29.362617,12.371658,8.360508,3.2685189,0.82355309
Argentina,2001,All genders,25-55,29.643881,12.371923,8.2946348,3.1442823,0.68731797
Argentina,2002,All genders,25-55,31.413025,14.374874,10.110736,4.3042703,1.0575783
Argentina,2003,All genders,25-55,29.557524,13.429245,9.484024,3.9292977,0.98927009
Argentina,2004,All genders,25-55,27.103945,12.053142,8.5198784,3.5822477,0.83150554
Argentina,2005,All genders,25-55,25.344393,10.911828,7.5595255,3.0502024,0.65887916
Argentina,2006,All genders,25-55,23.783543,9.9082861,6.7406406,2.5901699,0.52280867
Argentina,2007,All genders,25-55,23.344994,9.6576538,6.5483923,2.5017574,0.58339912
Argentina,2008,All genders,25-55,22.800488,9.1850166,6.1722903,2.2873902,0.48436239
Argentina,2009,All genders,25-55,22.500433,8.9503326,6.0118647,2.242496,0.46128961
Argentina,2010,All genders,25-55,22.059061,8.5964212,5.7348542,2.1719837,0.49631512
Argentina,2011,All genders,25-55,22.027233,8.6808691,5.8880758,2.4248054,0.80715424
Argentina,2012,All genders,25-55,21.144333,8.0755415,5.344873,2.0085583,0.45254099
Argentina,2013,All genders,25-55,21.203514,8.1806955,5.4675646,2.1347823,0.50532174
Argentina,2014,All genders,25-55,21.200409,8.1068687,5.3598552,2.0379975,0.44920263
Argentina,2015,All genders,25-55,21.349474,8.1014137,5.3438392,2.0435882,0.51847309
Argentina,1996,Female,25-55,23.63862,8.443388,5.3188806,1.7527373,0.37577957
Argentina,1997,Female,25-55,24.494955,9.0610476,5.8117528,2.0211813,0.36661315
Argentina,1998,Female,25-55,24.279165,8.9337149,5.7026653,1.9262329,0.4105956
Argentina,1999,Female,25-55,24.953722,9.5228605,6.2536163,2.4023497,0.73685938
Argentina,2000,Female,25-55,25.018576,9.463583,6.1924763,2.1706724,0.48388022
Argentina,2001,Female,25-55,25.446442,9.6398211,6.2712312,2.2941351,0.54592383
Argentina,2002,Female,25-55,27.462879,11.723746,8.0897255,3.3239768,0.68005824
Argentina,2003,Female,25-55,25.605066,10.562462,7.1427965,2.86395,0.69068909
Argentina,2004,Female,25-55,24.188562,9.8347683,6.6385074,2.7567055,0.58032733
Argentina,2005,Female,25-55,22.33371,8.828063,5.8633795,2.3211684,0.49765173
Argentina,2006,Female,25-55,21.203588,8.3264465,5.5509605,2.192894,0.55111361
Argentina,2007,Female,25-55,21.097275,8.3431168,5.6207328,2.2029736,0.53371155
Argentina,2008,Female,25-55,20.375063,7.791204,5.1128726,1.8948927,0.38954186
Argentina,2009,Female,25-55,19.694489,7.2040253,4.6692634,1.6670815,0.33489871
Argentina,2010,Female,25-55,19.205162,6.9510217,4.5195727,1.5926497,0.34800324
Argentina,2011,Female,25-55,18.712772,6.6986189,4.3824897,1.5495361,0.28516617
Argentina,2012,Female,25-55,18.422523,6.6235547,4.318748,1.4983737,0.31347403
Argentina,2013,Female,25-55,18.566042,6.6989861,4.3846803,1.5525724,0.25644514
Argentina,2014,Female,25-55,18.438873,6.6746049,4.3610568,1.5615931,0.30345976
Argentina,2015,Female,25-55,18.705729,6.7855501,4.4372044,1.5665025,0.32687435
Argentina,1996,Male,25-55,27.568415,10.945243,7.1577287,2.549391,0.48511884
Argentina,1997,Male,25-55,28.280558,11.24729,7.379251,2.6098256,0.4893457
Argentina,1998,Male,25-55,28.89563,11.728272,7.7710209,2.7506361,0.54506707
Argentina,1999,Male,25-55,29.72657,12.308406,8.2107592,2.9525795,0.60850453
Argentina,2000,Male,25-55,30.533091,13.002299,8.8260612,3.4881573,0.88996297
Argentina,2001,Male,25-55,30.844204,13.01676,8.7242641,3.3373394,0.73659545
Argentina,2002,Male,25-55,32.511105,15.037658,10.573311,4.5376883,1.139325
Argentina,2003,Male,25-55,30.588631,14.149907,9.9854755,4.1305394,1.0457042
Argentina,2004,Male,25-55,27.839018,12.619936,8.930006,3.7272549,0.81725806
Argentina,2005,Male,25-55,26.060886,11.404221,7.899497,3.1547079,0.67101765
Argentina,2006,Male,25-55,24.29306,10.225168,6.9500079,2.6117659,0.5347681
Argentina,2007,Male,25-55,23.715349,9.8854856,6.6719646,2.5410604,0.61306989
Argentina,2008,Male,25-55,23.224201,9.4646807,6.347096,2.3356187,0.49939454
Argentina,2009,Male,25-55,23.052658,9.3240671,6.271893,2.3308265,0.49530419999999997
Argentina,2010,Male,25-55,22.527212,8.883522,5.9402227,2.2492642,0.51825273
Argentina,2011,Male,25-55,22.627462,9.0644255,6.1829348,2.6325872,0.82209051
Argentina,2012,Male,25-55,21.593803,8.3212156,5.5350718,2.0915062,0.47873968
Argentina,2013,Male,25-55,21.638149,8.4428139,5.6880665,2.2755325,0.53405797
Argentina,2014,Male,25-55,21.681828,8.3286686,5.5423007,2.13991,0.47743163
Argentina,2015,Male,25-55,21.806911,8.306262,5.5289698,2.1379611,0.58045006
Argentina,1996,All genders,26,NA,NA,NA,NA,NA
Argentina,1997,All genders,26,NA,NA,NA,NA,NA
Argentina,1998,All genders,26,NA,NA,NA,NA,NA
Argentina,1999,All genders,26,NA,NA,NA,NA,NA
Argentina,2000,All genders,26,NA,NA,NA,NA,NA
Argentina,2001,All genders,26,NA,NA,NA,NA,NA
Argentina,2002,All genders,26,NA,NA,NA,NA,NA
Argentina,2003,All genders,26,NA,NA,NA,NA,NA
Argentina,2004,All genders,26,NA,NA,NA,NA,NA
Argentina,2005,All genders,26,NA,NA,NA,NA,NA
Argentina,2006,All genders,26,NA,NA,NA,NA,NA
Argentina,2007,All genders,26,NA,NA,NA,NA,NA
Argentina,2008,All genders,26,NA,NA,NA,NA,NA
Argentina,2009,All genders,26,NA,NA,NA,NA,NA
Argentina,2010,All genders,26,NA,NA,NA,NA,NA
Argentina,2011,All genders,26,NA,NA,NA,NA,NA
Argentina,2012,All genders,26,NA,NA,NA,NA,NA
Argentina,2013,All genders,26,NA,NA,NA,NA,NA
Argentina,2014,All genders,26,NA,NA,NA,NA,NA
Argentina,2015,All genders,26,NA,NA,NA,NA,NA
Argentina,1996,Female,26,NA,NA,NA,NA,NA
Argentina,1997,Female,26,NA,NA,NA,NA,NA
Argentina,1998,Female,26,NA,NA,NA,NA,NA
Argentina,1999,Female,26,NA,NA,NA,NA,NA
Argentina,2000,Female,26,NA,NA,NA,NA,NA
Argentina,2001,Female,26,NA,NA,NA,NA,NA
Argentina,2002,Female,26,NA,NA,NA,NA,NA
Argentina,2003,Female,26,NA,NA,NA,NA,NA
Argentina,2004,Female,26,NA,NA,NA,NA,NA
Argentina,2005,Female,26,NA,NA,NA,NA,NA
Argentina,2006,Female,26,NA,NA,NA,NA,NA
Argentina,2007,Female,26,NA,NA,NA,NA,NA
Argentina,2008,Female,26,NA,NA,NA,NA,NA
Argentina,2009,Female,26,NA,NA,NA,NA,NA
Argentina,2010,Female,26,NA,NA,NA,NA,NA
Argentina,2011,Female,26,NA,NA,NA,NA,NA
Argentina,2012,Female,26,NA,NA,NA,NA,NA
Argentina,2013,Female,26,NA,NA,NA,NA,NA
Argentina,2014,Female,26,NA,NA,NA,NA,NA
Argentina,2015,Female,26,NA,NA,NA,NA,NA
Argentina,1996,Male,26,NA,NA,NA,NA,NA
Argentina,1997,Male,26,NA,NA,NA,NA,NA
Argentina,1998,Male,26,NA,NA,NA,NA,NA
Argentina,1999,Male,26,NA,NA,NA,NA,NA
Argentina,2000,Male,26,NA,NA,NA,NA,NA
Argentina,2001,Male,26,NA,NA,NA,NA,NA
Argentina,2002,Male,26,NA,NA,NA,NA,NA
Argentina,2003,Male,26,NA,NA,NA,NA,NA
Argentina,2004,Male,26,NA,NA,NA,NA,NA
Argentina,2005,Male,26,NA,NA,NA,NA,NA
Argentina,2006,Male,26,NA,NA,NA,NA,NA
Argentina,2007,Male,26,NA,NA,NA,NA,NA
Argentina,2008,Male,26,NA,NA,NA,NA,NA
Argentina,2009,Male,26,NA,NA,NA,NA,NA
Argentina,2010,Male,26,NA,NA,NA,NA,NA
Argentina,2011,Male,26,NA,NA,NA,NA,NA
Argentina,2012,Male,26,NA,NA,NA,NA,NA
Argentina,2013,Male,26,NA,NA,NA,NA,NA
Argentina,2014,Male,26,NA,NA,NA,NA,NA
Argentina,2015,Male,26,NA,NA,NA,NA,NA
Argentina,1996,All genders,27,NA,NA,NA,NA,NA
Argentina,1997,All genders,27,NA,NA,NA,NA,NA
Argentina,1998,All genders,27,NA,NA,NA,NA,NA
Argentina,1999,All genders,27,NA,NA,NA,NA,NA
Argentina,2000,All genders,27,NA,NA,NA,NA,NA
Argentina,2001,All genders,27,NA,NA,NA,NA,NA
Argentina,2002,All genders,27,NA,NA,NA,NA,NA
Argentina,2003,All genders,27,NA,NA,NA,NA,NA
Argentina,2004,All genders,27,NA,NA,NA,NA,NA
Argentina,2005,All genders,27,NA,NA,NA,NA,NA
Argentina,2006,All genders,27,NA,NA,NA,NA,NA
Argentina,2007,All genders,27,NA,NA,NA,NA,NA
Argentina,2008,All genders,27,NA,NA,NA,NA,NA
Argentina,2009,All genders,27,NA,NA,NA,NA,NA
Argentina,2010,All genders,27,NA,NA,NA,NA,NA
Argentina,2011,All genders,27,NA,NA,NA,NA,NA
Argentina,2012,All genders,27,NA,NA,NA,NA,NA
Argentina,2013,All genders,27,NA,NA,NA,NA,NA
Argentina,2014,All genders,27,NA,NA,NA,NA,NA
Argentina,2015,All genders,27,NA,NA,NA,NA,NA
Argentina,1996,Female,27,NA,NA,NA,NA,NA
Argentina,1997,Female,27,NA,NA,NA,NA,NA
Argentina,1998,Female,27,NA,NA,NA,NA,NA
Argentina,1999,Female,27,NA,NA,NA,NA,NA
Argentina,2000,Female,27,NA,NA,NA,NA,NA
Argentina,2001,Female,27,NA,NA,NA,NA,NA
Argentina,2002,Female,27,NA,NA,NA,NA,NA
Argentina,2003,Female,27,NA,NA,NA,NA,NA
Argentina,2004,Female,27,NA,NA,NA,NA,NA
Argentina,2005,Female,27,NA,NA,NA,NA,NA
Argentina,2006,Female,27,NA,NA,NA,NA,NA
Argentina,2007,Female,27,NA,NA,NA,NA,NA
Argentina,2008,Female,27,NA,NA,NA,NA,NA
Argentina,2009,Female,27,NA,NA,NA,NA,NA
Argentina,2010,Female,27,NA,NA,NA,NA,NA
Argentina,2011,Female,27,NA,NA,NA,NA,NA
Argentina,2012,Female,27,NA,NA,NA,NA,NA
Argentina,2013,Female,27,NA,NA,NA,NA,NA
Argentina,2014,Female,27,NA,NA,NA,NA,NA
Argentina,2015,Female,27,NA,NA,NA,NA,NA
Argentina,1996,Male,27,NA,NA,NA,NA,NA
Argentina,1997,Male,27,NA,NA,NA,NA,NA
Argentina,1998,Male,27,NA,NA,NA,NA,NA
Argentina,1999,Male,27,NA,NA,NA,NA,NA
Argentina,2000,Male,27,NA,NA,NA,NA,NA
Argentina,2001,Male,27,NA,NA,NA,NA,NA
Argentina,2002,Male,27,NA,NA,NA,NA,NA
Argentina,2003,Male,27,NA,NA,NA,NA,NA
Argentina,2004,Male,27,NA,NA,NA,NA,NA
Argentina,2005,Male,27,NA,NA,NA,NA,NA
Argentina,2006,Male,27,NA,NA,NA,NA,NA
Argentina,2007,Male,27,NA,NA,NA,NA,NA
Argentina,2008,Male,27,NA,NA,NA,NA,NA
Argentina,2009,Male,27,NA,NA,NA,NA,NA
Argentina,2010,Male,27,NA,NA,NA,NA,NA
Argentina,2011,Male,27,NA,NA,NA,NA,NA
Argentina,2012,Male,27,NA,NA,NA,NA,NA
Argentina,2013,Male,27,NA,NA,NA,NA,NA
Argentina,2014,Male,27,NA,NA,NA,NA,NA
Argentina,2015,Male,27,NA,NA,NA,NA,NA
Argentina,1996,All genders,28,NA,NA,NA,NA,NA
Argentina,1997,All genders,28,NA,NA,NA,NA,NA
Argentina,1998,All genders,28,NA,NA,NA,NA,NA
Argentina,1999,All genders,28,NA,NA,NA,NA,NA
Argentina,2000,All genders,28,NA,NA,NA,NA,NA
Argentina,2001,All genders,28,NA,NA,NA,NA,NA
Argentina,2002,All genders,28,NA,NA,NA,NA,NA
Argentina,2003,All genders,28,NA,NA,NA,NA,NA
Argentina,2004,All genders,28,NA,NA,NA,NA,NA
Argentina,2005,All genders,28,NA,NA,NA,NA,NA
Argentina,2006,All genders,28,NA,NA,NA,NA,NA
Argentina,2007,All genders,28,NA,NA,NA,NA,NA
Argentina,2008,All genders,28,NA,NA,NA,NA,NA
Argentina,2009,All genders,28,NA,NA,NA,NA,NA
Argentina,2010,All genders,28,NA,NA,NA,NA,NA
Argentina,2011,All genders,28,NA,NA,NA,NA,NA
Argentina,2012,All genders,28,NA,NA,NA,NA,NA
Argentina,2013,All genders,28,NA,NA,NA,NA,NA
Argentina,2014,All genders,28,NA,NA,NA,NA,NA
Argentina,2015,All genders,28,NA,NA,NA,NA,NA
Argentina,1996,Female,28,NA,NA,NA,NA,NA
Argentina,1997,Female,28,NA,NA,NA,NA,NA
Argentina,1998,Female,28,NA,NA,NA,NA,NA
Argentina,1999,Female,28,NA,NA,NA,NA,NA
Argentina,2000,Female,28,NA,NA,NA,NA,NA
Argentina,2001,Female,28,NA,NA,NA,NA,NA
Argentina,2002,Female,28,NA,NA,NA,NA,NA
Argentina,2003,Female,28,NA,NA,NA,NA,NA
Argentina,2004,Female,28,NA,NA,NA,NA,NA
Argentina,2005,Female,28,NA,NA,NA,NA,NA
Argentina,2006,Female,28,NA,NA,NA,NA,NA
Argentina,2007,Female,28,NA,NA,NA,NA,NA
Argentina,2008,Female,28,NA,NA,NA,NA,NA
Argentina,2009,Female,28,NA,NA,NA,NA,NA
Argentina,2010,Female,28,NA,NA,NA,NA,NA
Argentina,2011,Female,28,NA,NA,NA,NA,NA
Argentina,2012,Female,28,NA,NA,NA,NA,NA
Argentina,2013,Female,28,NA,NA,NA,NA,NA
Argentina,2014,Female,28,NA,NA,NA,NA,NA
Argentina,2015,Female,28,NA,NA,NA,NA,NA
Argentina,1996,Male,28,NA,NA,NA,NA,NA
Argentina,1997,Male,28,NA,NA,NA,NA,NA
Argentina,1998,Male,28,NA,NA,NA,NA,NA
Argentina,1999,Male,28,NA,NA,NA,NA,NA
Argentina,2000,Male,28,NA,NA,NA,NA,NA
Argentina,2001,Male,28,NA,NA,NA,NA,NA
Argentina,2002,Male,28,NA,NA,NA,NA,NA
Argentina,2003,Male,28,NA,NA,NA,NA,NA
Argentina,2004,Male,28,NA,NA,NA,NA,NA
Argentina,2005,Male,28,NA,NA,NA,NA,NA
Argentina,2006,Male,28,NA,NA,NA,NA,NA
Argentina,2007,Male,28,NA,NA,NA,NA,NA
Argentina,2008,Male,28,NA,NA,NA,NA,NA
Argentina,2009,Male,28,NA,NA,NA,NA,NA
Argentina,2010,Male,28,NA,NA,NA,NA,NA
Argentina,2011,Male,28,NA,NA,NA,NA,NA
Argentina,2012,Male,28,NA,NA,NA,NA,NA
Argentina,2013,Male,28,NA,NA,NA,NA,NA
Argentina,2014,Male,28,NA,NA,NA,NA,NA
Argentina,2015,Male,28,NA,NA,NA,NA,NA
Argentina,1996,All genders,29,NA,NA,NA,NA,NA
Argentina,1997,All genders,29,NA,NA,NA,NA,NA
Argentina,1998,All genders,29,NA,NA,NA,NA,NA
Argentina,1999,All genders,29,NA,NA,NA,NA,NA
Argentina,2000,All genders,29,NA,NA,NA,NA,NA
Argentina,2001,All genders,29,NA,NA,NA,NA,NA
Argentina,2002,All genders,29,NA,NA,NA,NA,NA
Argentina,2003,All genders,29,NA,NA,NA,NA,NA
Argentina,2004,All genders,29,NA,NA,NA,NA,NA
Argentina,2005,All genders,29,NA,NA,NA,NA,NA
Argentina,2006,All genders,29,NA,NA,NA,NA,NA
Argentina,2007,All genders,29,NA,NA,NA,NA,NA
Argentina,2008,All genders,29,NA,NA,NA,NA,NA
Argentina,2009,All genders,29,NA,NA,NA,NA,NA
Argentina,2010,All genders,29,NA,NA,NA,NA,NA
Argentina,2011,All genders,29,NA,NA,NA,NA,NA
Argentina,2012,All genders,29,NA,NA,NA,NA,NA
Argentina,2013,All genders,29,NA,NA,NA,NA,NA
Argentina,2014,All genders,29,NA,NA,NA,NA,NA
Argentina,2015,All genders,29,NA,NA,NA,NA,NA
Argentina,1996,Female,29,NA,NA,NA,NA,NA
Argentina,1997,Female,29,NA,NA,NA,NA,NA
Argentina,1998,Female,29,NA,NA,NA,NA,NA
Argentina,1999,Female,29,NA,NA,NA,NA,NA
Argentina,2000,Female,29,NA,NA,NA,NA,NA
Argentina,2001,Female,29,NA,NA,NA,NA,NA
Argentina,2002,Female,29,NA,NA,NA,NA,NA
Argentina,2003,Female,29,NA,NA,NA,NA,NA
Argentina,2004,Female,29,NA,NA,NA,NA,NA
Argentina,2005,Female,29,NA,NA,NA,NA,NA
Argentina,2006,Female,29,NA,NA,NA,NA,NA
Argentina,2007,Female,29,NA,NA,NA,NA,NA
Argentina,2008,Female,29,NA,NA,NA,NA,NA
Argentina,2009,Female,29,NA,NA,NA,NA,NA
Argentina,2010,Female,29,NA,NA,NA,NA,NA
Argentina,2011,Female,29,NA,NA,NA,NA,NA
Argentina,2012,Female,29,NA,NA,NA,NA,NA
Argentina,2013,Female,29,NA,NA,NA,NA,NA
Argentina,2014,Female,29,NA,NA,NA,NA,NA
Argentina,2015,Female,29,NA,NA,NA,NA,NA
Argentina,1996,Male,29,NA,NA,NA,NA,NA
Argentina,1997,Male,29,NA,NA,NA,NA,NA
Argentina,1998,Male,29,NA,NA,NA,NA,NA
Argentina,1999,Male,29,NA,NA,NA,NA,NA
Argentina,2000,Male,29,NA,NA,NA,NA,NA
Argentina,2001,Male,29,NA,NA,NA,NA,NA
Argentina,2002,Male,29,NA,NA,NA,NA,NA
Argentina,2003,Male,29,NA,NA,NA,NA,NA
Argentina,2004,Male,29,NA,NA,NA,NA,NA
Argentina,2005,Male,29,NA,NA,NA,NA,NA
Argentina,2006,Male,29,NA,NA,NA,NA,NA
Argentina,2007,Male,29,NA,NA,NA,NA,NA
Argentina,2008,Male,29,NA,NA,NA,NA,NA
Argentina,2009,Male,29,NA,NA,NA,NA,NA
Argentina,2010,Male,29,NA,NA,NA,NA,NA
Argentina,2011,Male,29,NA,NA,NA,NA,NA
Argentina,2012,Male,29,NA,NA,NA,NA,NA
Argentina,2013,Male,29,NA,NA,NA,NA,NA
Argentina,2014,Male,29,NA,NA,NA,NA,NA
Argentina,2015,Male,29,NA,NA,NA,NA,NA
Argentina,1996,All genders,30,NA,NA,NA,NA,NA
Argentina,1997,All genders,30,NA,NA,NA,NA,NA
Argentina,1998,All genders,30,NA,NA,NA,NA,NA
Argentina,1999,All genders,30,NA,NA,NA,NA,NA
Argentina,2000,All genders,30,NA,NA,NA,NA,NA
